article_id,mean,std,min,max,count
0108775044,0.008383586083853648,0.00014261598453033566,0.0079322033898305,0.008457627118644,19
0111565001,0.005909901873327319,0.002353156857064405,0.0004406779661016,0.008457627118644,133
0111586001,0.012286985650717428,0.002482521429851908,0.0056271186440677,0.0169322033898305,339
0111593001,0.012179917972031391,0.002242950811012409,0.0056440677966101,0.0169322033898305,343
0111609001,0.009198784082534953,0.002380369080722486,0.0013389830508474,0.0135423728813559,92
0123173001,0.012160862865947576,0.0023353431192096635,0.0067627118644067,0.0169322033898305,330
0129085001,0.014270317253368074,0.004034557830173497,0.0051694915254237,0.0169322033898305,39
0129085027,0.016473365617433393,0.001083042671469693,0.0135423728813559,0.0169322033898305,14
0130035001,0.010788563602122875,0.002986483653641259,0.0046779661016949,0.0135423728813559,99
0144993001,0.013306144067796578,0.0026221241700644985,0.0101525423728813,0.0169322033898305,32
0145872052,0.02528135593220333,0.00025447258414907037,0.0244067796610169,0.0254067796610169,25
0145872053,0.025181355932203338,0.0005848937743353287,0.022864406779661,0.0254067796610169,20
0146730001,0.009191920479163961,0.002143190671487557,0.0033728813559322,0.0135423728813559,133
0148033001,0.010507000736919632,0.002523889651647755,0.0004237288135593,0.0135423728813559,276
0148033006,0.007101694915254184,0.003687769011648776,0.0024237288135593,0.0135423728813559,24
0153115019,0.024954073264078683,0.0012132346136168215,0.0190508474576271,0.0254067796610169,93
0153115020,0.024260611328407886,0.003441829928752424,0.0056271186440677,0.0254067796610169,117
0153115021,0.024543155149934763,0.0031315041918773823,0.0060847457627118,0.0254067796610169,65
0153115040,0.024875847457627064,0.0015822268942591953,0.0186271186440677,0.0254067796610169,40
0153115043,0.023595712861415704,0.003517862412852268,0.0135423728813559,0.0254067796610169,34
0156224001,0.0059933230611196155,0.002512343627067297,0.0016779661016949,0.008457627118644,33
0156224002,0.007093023255813889,0.0019357413911002545,0.0016779661016949,0.008457627118644,43
0156227001,0.005516610169491461,0.0022110477527829816,0.0023389830508474,0.008457627118644,25
0156227002,0.006355280312907362,0.001399761795052823,0.0016779661016949,0.008457627118644,26
0156231001,0.006609219843514455,0.0014182871338409796,0.0015762711864406,0.008457627118644,821
0156231002,0.006677074041034721,0.0014243823483198622,0.0022033898305084,0.008457627118644,57
0158340001,0.012227871939736311,0.0023497596658410406,0.0056440677966101,0.0169322033898305,1314
0160442007,0.013278019544968664,0.0007536397359152783,0.0067627118644067,0.0135423728813559,888
0160442010,0.013206684872147836,0.0009516656834810853,0.0060847457627118,0.0135423728813559,751
0160442043,0.012982779661016915,0.0014146557732561717,0.0067627118644067,0.0135423728813559,125
0176754003,0.0007648848326814051,0.00011344406037427862,0.0005084745762711,0.0008474576271186,39
0179123001,0.015967662801070454,0.0021549995808763473,0.0050677966101694,0.0169322033898305,76
0179208001,0.01210873449937723,0.002622198222369962,0.0051525423728813,0.0169322033898305,313
0179208008,0.01072542372881351,0.0022402081042212844,0.0086440677966101,0.0169322033898305,10
0179393001,0.005824858757062093,0.0002997698647169954,0.0053389830508474,0.0060847457627118,15
0179393018,0.0048262711864406,0.00046659170208882645,0.0037457627118644,0.0050677966101694,12
0179950001,0.02499923345541261,0.0011078558934249,0.0186271186440677,0.0254067796610169,199
0179950002,0.0249996610169491,0.0010866653825002384,0.020322033898305,0.0254067796610169,50
0179950017,0.025184019370459998,0.0007529048867765116,0.0190508474576271,0.0254067796610169,133
0182909001,0.0120092449922958,0.0025159052633239834,0.0048305084745762,0.0169322033898305,77
0186262001,0.004048142805625629,0.0004664705414113895,0.0016779661016949,0.0042203389830508,94
0186262006,0.004034767492394564,0.0005021612422149506,0.0014406779661016,0.0042203389830508,78
0186262013,0.004165503489531359,0.00022609253181352866,0.0032881355932203,0.0042203389830508,17
0186264014,0.001607627118644045,0.00013651282715152136,0.0013389830508474,0.0016779661016949,20
0186266004,0.0016175847457626906,0.00020816062719994854,0.0005593220338983,0.0016779661016949,32
0186267001,0.0016645851917930264,5.832603403489016e-05,0.0014237288135593,0.0016779661016949,19
0189616001,0.016427952208946914,0.0012784726739645724,0.0084745762711864,0.0169322033898305,305
0189616006,0.01606984219754528,0.0017467349678648577,0.0081186440677966,0.0169322033898305,116
0189616028,0.0164050263004091,0.0014230825873102,0.0101525423728813,0.0169322033898305,29
0189616032,0.016717744725008633,0.000608746189984814,0.0135423728813559,0.0169322033898305,98
0189626001,0.004249999999999953,0.001015326380200491,0.0033728813559322,0.0169322033898305,164
0194037001,0.010720082177709252,0.0031861233751753876,0.0045593220338983,0.0169322033898305,66
0200182001,0.010286016949152503,0.002491040207523981,0.0040677966101694,0.0135423728813559,136
0200182002,0.008158312297151039,0.0029323424143028634,0.0035084745762711,0.0135423728813559,47
0201219001,0.01895583996310384,0.004430455837501175,0.0087966101694915,0.0254067796610169,147
0201219003,0.017921872477804635,0.005805516545403099,0.0050677966101694,0.0254067796610169,105
0201219013,0.013712671509281653,0.002311279538514529,0.0097966101694915,0.0169322033898305,21
0201219014,0.01256856702619411,0.001860269290273357,0.0105423728813559,0.0169322033898305,22
0201219016,0.020355067450709054,0.00374337567034797,0.0139152542372881,0.0254067796610169,98
0201219017,0.020465894997932985,0.003833546232816033,0.0143898305084745,0.0254067796610169,82
0205225001,0.011423728813559287,0.003707843300511752,0.0033728813559322,0.0169322033898305,8
0212629004,0.009953775038520745,0.0006592366686530757,0.0079661016949152,0.0101525423728813,11
0212629047,0.011721468926553628,0.0003372745763902335,0.0106610169491525,0.0118474576271186,30
0212629048,0.006982598870056425,0.0016193795311850864,0.004728813559322,0.0152372881355932,75
