timestamp,gpu_util_pct,vram_used_mib,vram_total_mib,vram_pct,cpu_pct,ram_used_mib,ram_total_mib,ram_pct,gpu_temp_c
2026-04-16 17:12:17,0.0,4,24576,0.0,0.0,544,257046,0.2,37
2026-04-16 17:12:39,0.0,4,24576,0.0,1655.6,13879,257046,5.4,37
2026-04-16 17:12:49,0.0,4,24576,0.0,92.3,14459,257046,5.6,37
2026-04-16 17:12:59,0.0,4,24576,0.0,131.1,15368,257046,6.0,37
2026-04-16 17:13:09,0.0,607,24576,2.5,300.4,16780,257046,6.5,37
2026-04-16 17:13:19,3.0,1423,24576,5.8,354.1,21304,257046,8.3,37
2026-04-16 17:13:29,3.0,2244,24576,9.1,602.8,23617,257046,9.2,37
2026-04-16 17:13:39,3.0,2314,24576,9.4,607.4,23892,257046,9.3,37
2026-04-16 17:13:50,3.0,2314,24576,9.4,596.7,23893,257046,9.3,37
2026-04-16 17:14:00,5.0,2314,24576,9.4,602.8,23893,257046,9.3,37
2026-04-16 17:14:10,4.0,2314,24576,9.4,606.0,23893,257046,9.3,37
2026-04-16 17:14:20,3.0,2314,24576,9.4,605.0,23894,257046,9.3,37
2026-04-16 17:14:30,3.0,2314,24576,9.4,601.4,23899,257046,9.3,37
2026-04-16 17:14:40,3.0,2314,24576,9.4,599.5,23899,257046,9.3,37
2026-04-16 17:14:50,4.0,2314,24576,9.4,602.5,23899,257046,9.3,37
2026-04-16 17:15:00,3.0,2314,24576,9.4,601.5,23900,257046,9.3,37
2026-04-16 17:15:10,4.0,2314,24576,9.4,602.8,23900,257046,9.3,37
2026-04-16 17:15:21,21.0,3260,24576,13.3,-3978.7,25716,257046,10.0,38
2026-04-16 17:15:31,23.0,3302,24576,13.4,-568.6,26199,257046,10.2,38
2026-04-16 17:15:41,29.0,3302,24576,13.4,613.0,26199,257046,10.2,39
2026-04-16 17:15:51,30.0,3302,24576,13.4,613.2,26198,257046,10.2,39
2026-04-16 17:16:01,22.0,3302,24576,13.4,611.1,26199,257046,10.2,39
2026-04-16 17:16:11,24.0,3302,24576,13.4,607.0,26199,257046,10.2,39
2026-04-16 17:16:21,26.0,3302,24576,13.4,605.3,26199,257046,10.2,39
2026-04-16 17:16:31,23.0,3302,24576,13.4,607.9,26199,257046,10.2,39
2026-04-16 17:16:41,22.0,3302,24576,13.4,610.5,26199,257046,10.2,39
2026-04-16 17:16:51,25.0,3302,24576,13.4,605.0,26199,257046,10.2,39
2026-04-16 17:17:02,27.0,3302,24576,13.4,608.7,26198,257046,10.2,40
2026-04-16 17:17:12,26.0,3302,24576,13.4,616.6,26199,257046,10.2,40
2026-04-16 17:17:22,28.0,3302,24576,13.4,606.5,26198,257046,10.2,40
2026-04-16 17:17:32,23.0,3302,24576,13.4,605.9,26198,257046,10.2,40
2026-04-16 17:17:42,30.0,3302,24576,13.4,610.9,26198,257046,10.2,40
2026-04-16 17:17:52,24.0,3302,24576,13.4,608.1,26198,257046,10.2,40
2026-04-16 17:18:02,26.0,3302,24576,13.4,602.1,26200,257046,10.2,40
2026-04-16 17:18:12,25.0,3302,24576,13.4,596.9,26202,257046,10.2,40
2026-04-16 17:18:22,26.0,3302,24576,13.4,613.6,26202,257046,10.2,40
2026-04-16 17:18:32,29.0,3302,24576,13.4,609.8,26203,257046,10.2,40
2026-04-16 17:18:43,28.0,3302,24576,13.4,612.2,26203,257046,10.2,40
2026-04-16 17:18:53,22.0,3302,24576,13.4,606.9,26202,257046,10.2,40
2026-04-16 17:19:03,27.0,3302,24576,13.4,608.7,26202,257046,10.2,40
2026-04-16 17:19:13,28.0,3302,24576,13.4,611.2,26202,257046,10.2,40
2026-04-16 17:19:23,24.0,3302,24576,13.4,609.4,26202,257046,10.2,40
2026-04-16 17:19:33,25.0,3302,24576,13.4,610.2,26202,257046,10.2,40
2026-04-16 17:19:43,28.0,3302,24576,13.4,611.0,26202,257046,10.2,40
2026-04-16 17:19:53,27.0,3302,24576,13.4,609.7,26202,257046,10.2,40
2026-04-16 17:20:03,25.0,3302,24576,13.4,607.3,26203,257046,10.2,40
2026-04-16 17:20:14,28.0,3302,24576,13.4,610.8,26203,257046,10.2,40
2026-04-16 17:20:24,30.0,3302,24576,13.4,607.4,26203,257046,10.2,40
2026-04-16 17:20:34,27.0,3302,24576,13.4,609.0,26203,257046,10.2,40
2026-04-16 17:20:44,27.0,3302,24576,13.4,611.2,26203,257046,10.2,40
2026-04-16 17:20:54,28.0,3302,24576,13.4,608.7,26203,257046,10.2,40
2026-04-16 17:21:04,24.0,3302,24576,13.4,601.2,26210,257046,10.2,40
2026-04-16 17:21:14,27.0,3302,24576,13.4,604.1,26210,257046,10.2,40
2026-04-16 17:21:24,28.0,3302,24576,13.4,605.5,26210,257046,10.2,40
2026-04-16 17:21:34,28.0,3302,24576,13.4,609.3,26209,257046,10.2,40
2026-04-16 17:21:44,25.0,3302,24576,13.4,602.4,26209,257046,10.2,40
2026-04-16 17:21:55,28.0,3302,24576,13.4,602.5,26209,257046,10.2,40
2026-04-16 17:22:05,28.0,3302,24576,13.4,605.8,26210,257046,10.2,40
2026-04-16 17:22:15,25.0,3302,24576,13.4,601.7,26210,257046,10.2,40
2026-04-16 17:22:25,20.0,3302,24576,13.4,607.4,26213,257046,10.2,40
2026-04-16 17:22:35,25.0,3302,24576,13.4,608.4,26213,257046,10.2,40
2026-04-16 17:22:45,27.0,3302,24576,13.4,606.4,26215,257046,10.2,40
2026-04-16 17:22:55,28.0,3302,24576,13.4,612.0,26215,257046,10.2,40
2026-04-16 17:23:05,24.0,3302,24576,13.4,609.1,26219,257046,10.2,40
2026-04-16 17:23:15,24.0,3302,24576,13.4,598.6,26219,257046,10.2,40
2026-04-16 17:23:26,20.0,3302,24576,13.4,596.1,26219,257046,10.2,40
2026-04-16 17:23:36,24.0,3302,24576,13.4,602.5,26221,257046,10.2,40
2026-04-16 17:23:46,26.0,3302,24576,13.4,604.2,26221,257046,10.2,40
2026-04-16 17:23:56,23.0,3302,24576,13.4,612.6,26221,257046,10.2,40
2026-04-16 17:24:06,23.0,3302,24576,13.4,607.0,26222,257046,10.2,40
2026-04-16 17:24:16,29.0,3302,24576,13.4,607.7,26221,257046,10.2,40
2026-04-16 17:24:26,22.0,3302,24576,13.4,605.9,26222,257046,10.2,40
2026-04-16 17:24:36,27.0,3302,24576,13.4,602.0,26221,257046,10.2,40
2026-04-16 17:24:46,28.0,3302,24576,13.4,612.4,26222,257046,10.2,40
2026-04-16 17:24:56,21.0,3302,24576,13.4,602.6,26222,257046,10.2,40
2026-04-16 17:25:07,27.0,3302,24576,13.4,605.7,26221,257046,10.2,40
2026-04-16 17:25:17,23.0,3302,24576,13.4,606.1,26222,257046,10.2,40
2026-04-16 17:25:27,24.0,3302,24576,13.4,604.4,26222,257046,10.2,40
