timestamp,gpu_util_pct,vram_used_mib,vram_total_mib,vram_pct,cpu_pct,ram_used_mib,ram_total_mib,ram_pct,gpu_temp_c
2026-06-08 15:28:54,0.0,4,40960,0.0,0.0,546,257046,0.2,34
2026-06-08 15:29:29,0.0,4,40960,0.0,1521.7,13747,257046,5.3,34
2026-06-08 15:29:39,0.0,4,40960,0.0,124.9,14378,257046,5.6,34
2026-06-08 15:29:49,1.0,641,40960,1.6,171.4,16179,257046,6.3,34
2026-06-08 15:29:59,3.0,1365,40960,3.3,363.2,18073,257046,7.0,34
2026-06-08 15:30:09,7.0,2727,40960,6.7,495.4,19999,257046,7.8,35
2026-06-08 15:30:19,13.0,3752,40960,9.2,364.2,22315,257046,8.7,35
2026-06-08 15:30:29,25.0,6322,40960,15.4,400.9,23935,257046,9.3,36
2026-06-08 15:30:40,24.0,6324,40960,15.4,368.6,24332,257046,9.5,36
2026-06-08 15:30:50,36.0,6328,40960,15.4,389.8,24733,257046,9.6,37
2026-06-08 15:31:00,35.0,6328,40960,15.4,368.9,25140,257046,9.8,40
2026-06-08 15:31:10,36.0,6328,40960,15.4,658.4,25143,257046,9.8,40
2026-06-08 15:31:20,32.0,6328,40960,15.4,657.8,25146,257046,9.8,41
2026-06-08 15:31:30,35.0,6328,40960,15.4,661.6,25147,257046,9.8,42
2026-06-08 15:31:40,28.0,6328,40960,15.4,655.3,25147,257046,9.8,42
2026-06-08 15:31:50,32.0,6328,40960,15.4,655.8,25147,257046,9.8,43
2026-06-08 15:32:01,38.0,6328,40960,15.4,657.1,25149,257046,9.8,44
2026-06-08 15:32:11,31.0,6328,40960,15.4,659.1,25149,257046,9.8,44
2026-06-08 15:32:21,29.0,6328,40960,15.4,657.9,25151,257046,9.8,45
2026-06-08 15:32:31,37.0,6328,40960,15.4,658.6,25151,257046,9.8,44
2026-06-08 15:32:41,30.0,6328,40960,15.4,659.3,25151,257046,9.8,46
2026-06-08 15:32:51,38.0,6328,40960,15.4,645.4,25151,257046,9.8,46
2026-06-08 15:33:01,38.0,6328,40960,15.4,647.3,25150,257046,9.8,48
2026-06-08 15:33:11,33.0,6332,40960,15.5,-866.8,25278,257046,9.8,46
2026-06-08 15:33:22,37.0,6332,40960,15.5,657.0,25276,257046,9.8,47
2026-06-08 15:33:32,34.0,6336,40960,15.5,-2714.2,25560,257046,9.9,45
2026-06-08 15:33:42,19.0,6376,40960,15.6,-3420.0,25870,257046,10.1,44
2026-06-08 15:33:52,21.0,6376,40960,15.6,644.6,25868,257046,10.1,43
2026-06-08 15:34:02,42.0,6376,40960,15.6,82.7,25906,257046,10.1,44
2026-06-08 15:34:12,33.0,6376,40960,15.6,108.0,25959,257046,10.1,45
2026-06-08 15:34:22,36.0,6376,40960,15.6,662.4,25958,257046,10.1,45
2026-06-08 15:34:32,37.0,6376,40960,15.6,655.2,25958,257046,10.1,46
2026-06-08 15:34:42,40.0,6376,40960,15.6,647.5,25959,257046,10.1,46
2026-06-08 15:34:53,38.0,6376,40960,15.6,645.8,25958,257046,10.1,47
2026-06-08 15:35:03,36.0,6376,40960,15.6,642.5,25959,257046,10.1,47
2026-06-08 15:35:13,43.0,6376,40960,15.6,643.4,25959,257046,10.1,46
2026-06-08 15:35:23,35.0,6376,40960,15.6,642.6,25959,257046,10.1,46
2026-06-08 15:35:33,33.0,6376,40960,15.6,645.4,25959,257046,10.1,48
2026-06-08 15:35:43,35.0,6376,40960,15.6,646.3,25959,257046,10.1,47
2026-06-08 15:35:53,33.0,6376,40960,15.6,649.6,25959,257046,10.1,48
2026-06-08 15:36:03,31.0,6376,40960,15.6,648.9,25959,257046,10.1,48
2026-06-08 15:36:13,34.0,6376,40960,15.6,-855.4,25950,257046,10.1,47
2026-06-08 15:36:23,38.0,6376,40960,15.6,653.7,25950,257046,10.1,47
2026-06-08 15:36:34,29.0,6376,40960,15.6,-1172.6,25973,257046,10.1,47
2026-06-08 15:36:44,33.0,6376,40960,15.6,659.8,25971,257046,10.1,45
2026-06-08 15:36:54,36.0,6376,40960,15.6,656.8,25971,257046,10.1,45
2026-06-08 15:37:04,37.0,6376,40960,15.6,-3179.9,25994,257046,10.1,45
2026-06-08 15:37:14,40.0,6376,40960,15.6,643.0,25993,257046,10.1,45
2026-06-08 15:37:24,33.0,6376,40960,15.6,-1843.8,26007,257046,10.1,44
2026-06-08 15:37:34,33.0,6376,40960,15.6,643.8,26009,257046,10.1,45
2026-06-08 15:37:44,34.0,6376,40960,15.6,643.5,26009,257046,10.1,45
2026-06-08 15:37:55,35.0,6376,40960,15.6,387.3,26029,257046,10.1,46
2026-06-08 15:38:05,33.0,6376,40960,15.6,644.9,26029,257046,10.1,46
2026-06-08 15:38:15,35.0,6376,40960,15.6,641.1,26029,257046,10.1,46
2026-06-08 15:38:25,33.0,6376,40960,15.6,643.5,26029,257046,10.1,46
2026-06-08 15:38:35,37.0,6376,40960,15.6,643.7,26029,257046,10.1,48
2026-06-08 15:38:45,31.0,6376,40960,15.6,646.1,26029,257046,10.1,46
2026-06-08 15:38:55,34.0,6376,40960,15.6,651.4,26031,257046,10.1,48
2026-06-08 15:39:05,32.0,6376,40960,15.6,-836.9,26021,257046,10.1,47
2026-06-08 15:39:15,36.0,6376,40960,15.6,655.3,26019,257046,10.1,47
2026-06-08 15:39:26,35.0,6376,40960,15.6,654.1,26020,257046,10.1,47
2026-06-08 15:39:36,27.0,6376,40960,15.6,-1158.7,26023,257046,10.1,46
2026-06-08 15:39:46,35.0,6376,40960,15.6,648.5,26023,257046,10.1,45
2026-06-08 15:39:56,33.0,6376,40960,15.6,643.4,26022,257046,10.1,45
2026-06-08 15:40:06,31.0,6376,40960,15.6,364.2,26034,257046,10.1,46
2026-06-08 15:40:16,41.0,6376,40960,15.6,647.8,26033,257046,10.1,47
2026-06-08 15:40:26,30.0,6376,40960,15.6,-2888.7,26010,257046,10.1,45
2026-06-08 15:40:36,34.0,6376,40960,15.6,639.4,26010,257046,10.1,45
2026-06-08 15:40:46,31.0,5348,40960,13.1,-1574.0,23551,257046,9.2,44
2026-06-08 15:40:56,27.0,4459,40960,10.9,-221.1,21906,257046,8.5,44
2026-06-08 15:41:07,30.0,6968,40960,17.0,617.7,23769,257046,9.2,45
2026-06-08 15:41:17,31.0,7262,40960,17.7,-1387.4,24805,257046,9.6,44
2026-06-08 15:41:27,43.0,7262,40960,17.7,367.7,25154,257046,9.8,45
2026-06-08 15:41:37,40.0,7270,40960,17.7,353.9,25529,257046,9.9,48
2026-06-08 15:41:47,38.0,6590,40960,16.1,-826.6,23353,257046,9.1,49
2026-06-08 15:41:57,44.0,8138,40960,19.9,-838.0,24987,257046,9.7,51
2026-06-08 15:42:07,46.0,8138,40960,19.9,650.1,24986,257046,9.7,53
2026-06-08 15:42:17,37.0,8138,40960,19.9,651.7,24986,257046,9.7,54
2026-06-08 15:42:27,36.0,8138,40960,19.9,129.8,25311,257046,9.8,55
2026-06-08 15:42:38,34.0,8138,40960,19.9,-861.9,25301,257046,9.8,53
2026-06-08 15:42:48,42.0,8138,40960,19.9,644.9,25302,257046,9.8,51
2026-06-08 15:42:58,31.0,8138,40960,19.9,649.3,25301,257046,9.8,50
