timestamp,gpu_util_pct,vram_used_mib,vram_total_mib,vram_pct,cpu_pct,ram_used_mib,ram_total_mib,ram_pct,gpu_temp_c
2026-06-08 15:20:03,0.0,4,24576,0.0,0.0,546,257046,0.2,34
2026-06-08 15:20:27,0.0,4,24576,0.0,1486.8,13785,257046,5.4,34
2026-06-08 15:20:37,0.0,4,24576,0.0,94.7,14494,257046,5.6,34
2026-06-08 15:20:47,2.0,737,24576,3.0,283.6,18026,257046,7.0,34
2026-06-08 15:20:57,4.0,1155,24576,4.7,446.5,20179,257046,7.9,34
2026-06-08 15:21:07,12.0,1962,24576,8.0,221.9,23984,257046,9.3,34
2026-06-08 15:21:17,15.0,2054,24576,8.4,415.7,24415,257046,9.5,34
2026-06-08 15:21:27,33.0,2170,24576,8.8,244.2,25257,257046,9.8,35
2026-06-08 15:21:37,25.0,2170,24576,8.8,615.1,25259,257046,9.8,35
2026-06-08 15:21:47,31.0,2170,24576,8.8,632.1,25262,257046,9.8,35
2026-06-08 15:21:58,32.0,2170,24576,8.8,635.4,25262,257046,9.8,35
2026-06-08 15:22:08,35.0,2170,24576,8.8,631.2,25262,257046,9.8,35
2026-06-08 15:22:18,31.0,2170,24576,8.8,632.3,25264,257046,9.8,35
2026-06-08 15:22:28,29.0,2170,24576,8.8,633.3,25263,257046,9.8,35
2026-06-08 15:22:38,27.0,2170,24576,8.8,627.1,25263,257046,9.8,36
2026-06-08 15:22:48,27.0,2170,24576,8.8,628.8,25264,257046,9.8,36
2026-06-08 15:22:58,28.0,2170,24576,8.8,633.0,25264,257046,9.8,36
2026-06-08 15:23:08,27.0,2170,24576,8.8,-467.7,25391,257046,9.9,36
2026-06-08 15:23:18,27.0,2170,24576,8.8,634.1,25391,257046,9.9,36
2026-06-08 15:23:28,15.0,2196,24576,8.9,-3357.8,25803,257046,10.0,36
2026-06-08 15:23:39,10.0,2216,24576,9.0,-864.5,25919,257046,10.1,36
2026-06-08 15:23:49,22.0,2216,24576,9.0,33.8,25998,257046,10.1,36
2026-06-08 15:23:59,31.0,2216,24576,9.0,432.1,26032,257046,10.1,36
2026-06-08 15:24:09,27.0,2216,24576,9.0,627.6,26032,257046,10.1,36
2026-06-08 15:24:19,30.0,2216,24576,9.0,630.9,26031,257046,10.1,36
2026-06-08 15:24:29,28.0,2216,24576,9.0,629.2,26030,257046,10.1,36
2026-06-08 15:24:39,28.0,2216,24576,9.0,632.6,26029,257046,10.1,36
2026-06-08 15:24:49,30.0,2216,24576,9.0,630.5,26029,257046,10.1,36
2026-06-08 15:24:59,33.0,2216,24576,9.0,630.9,26029,257046,10.1,36
2026-06-08 15:25:09,26.0,2216,24576,9.0,630.7,26030,257046,10.1,36
2026-06-08 15:25:19,31.0,2216,24576,9.0,-474.5,26022,257046,10.1,36
2026-06-08 15:25:30,28.0,2216,24576,9.0,635.0,26021,257046,10.1,36
2026-06-08 15:25:40,29.0,2216,24576,9.0,-693.3,26060,257046,10.1,36
2026-06-08 15:25:50,14.0,2216,24576,9.0,-606.4,26050,257046,10.1,36
2026-06-08 15:26:00,16.0,2216,24576,9.0,-914.3,26054,257046,10.1,36
2026-06-08 15:26:10,31.0,2216,24576,9.0,442.5,26101,257046,10.2,36
2026-06-08 15:26:20,21.0,2216,24576,9.0,-1009.8,26107,257046,10.2,36
2026-06-08 15:26:30,22.0,2216,24576,9.0,627.6,26107,257046,10.2,36
2026-06-08 15:26:40,34.0,2216,24576,9.0,435.5,26118,257046,10.2,36
2026-06-08 15:26:50,29.0,2216,24576,9.0,631.7,26120,257046,10.2,36
2026-06-08 15:27:00,31.0,2216,24576,9.0,639.4,26120,257046,10.2,36
2026-06-08 15:27:10,32.0,2216,24576,9.0,636.1,26121,257046,10.2,36
2026-06-08 15:27:21,25.0,2216,24576,9.0,631.1,26120,257046,10.2,36
2026-06-08 15:27:31,25.0,2216,24576,9.0,-464.3,26111,257046,10.2,36
2026-06-08 15:27:41,28.0,2216,24576,9.0,637.4,26110,257046,10.2,36
2026-06-08 15:27:51,31.0,2216,24576,9.0,-693.0,26110,257046,10.2,36
2026-06-08 15:28:01,27.0,2216,24576,9.0,635.4,26109,257046,10.2,36
2026-06-08 15:28:11,14.0,1842,24576,7.5,-1363.1,23843,257046,9.3,36
2026-06-08 15:28:21,15.0,2252,24576,9.2,597.5,25496,257046,9.9,36
2026-06-08 15:28:31,30.0,2252,24576,9.2,436.1,25509,257046,9.9,36
2026-06-08 15:28:41,43.0,2332,24576,9.5,-878.6,25873,257046,10.1,36
2026-06-08 15:28:51,32.0,2332,24576,9.5,653.0,25880,257046,10.1,36
2026-06-08 15:29:01,27.0,1922,24576,7.8,-1416.0,24063,257046,9.4,36
2026-06-08 15:29:12,33.0,2310,24576,9.4,648.3,25320,257046,9.9,36
2026-06-08 15:29:22,39.0,2310,24576,9.4,453.7,25333,257046,9.9,37
2026-06-08 15:29:32,37.0,2426,24576,9.9,462.0,25702,257046,10.0,38
2026-06-08 15:29:42,38.0,2426,24576,9.9,-444.5,25690,257046,10.0,37
2026-06-08 15:29:52,37.0,2426,24576,9.9,665.3,25690,257046,10.0,37
2026-06-08 15:30:02,36.0,2426,24576,9.9,453.9,25702,257046,10.0,38
2026-06-08 15:30:12,38.0,2426,24576,9.9,656.4,25706,257046,10.0,38
2026-06-08 15:30:22,31.0,2426,24576,9.9,653.8,25707,257046,10.0,38
2026-06-08 15:30:32,25.0,2426,24576,9.9,-612.1,25697,257046,10.0,38
2026-06-08 15:30:42,19.0,2426,24576,9.9,-571.6,25818,257046,10.0,38
2026-06-08 15:30:53,23.0,2426,24576,9.9,400.8,25832,257046,10.0,37
2026-06-08 15:31:03,35.0,2426,24576,9.9,463.9,25847,257046,10.1,38
2026-06-08 15:31:13,37.0,2426,24576,9.9,655.7,25847,257046,10.1,39
2026-06-08 15:31:23,39.0,2426,24576,9.9,656.6,25847,257046,10.1,39
2026-06-08 15:31:33,37.0,2426,24576,9.9,655.9,25847,257046,10.1,39
2026-06-08 15:31:43,42.0,2426,24576,9.9,652.6,25846,257046,10.1,39
2026-06-08 15:31:53,27.0,2426,24576,9.9,-3376.8,25943,257046,10.1,38
2026-06-08 15:32:03,31.0,2426,24576,9.9,651.2,25942,257046,10.1,38
2026-06-08 15:32:13,41.0,2426,24576,9.9,54.5,25979,257046,10.1,38
2026-06-08 15:32:23,38.0,2426,24576,9.9,626.4,25979,257046,10.1,38
2026-06-08 15:32:34,38.0,2426,24576,9.9,626.1,25978,257046,10.1,38
