timestamp,gpu_util_pct,vram_used_mib,vram_total_mib,vram_pct,cpu_pct,ram_used_mib,ram_total_mib,ram_pct,gpu_temp_c
2026-04-15 01:38:23,0.0,4,24576,0.0,0.0,544,257046,0.2,36
2026-04-15 01:38:47,0.0,4,24576,0.0,1655.4,13862,257046,5.4,36
2026-04-15 01:38:58,0.0,4,24576,0.0,96.8,14435,257046,5.6,36
2026-04-15 01:39:08,0.0,253,24576,1.0,130.4,15308,257046,6.0,37
2026-04-15 01:39:18,7.0,817,24576,3.3,170.6,18958,257046,7.4,37
2026-04-15 01:39:28,24.0,1218,24576,5.0,522.5,22625,257046,8.8,37
2026-04-15 01:39:38,30.0,1514,24576,6.2,660.7,24315,257046,9.5,37
2026-04-15 01:39:48,25.0,1514,24576,6.2,674.5,24322,257046,9.5,37
2026-04-15 01:39:58,31.0,1514,24576,6.2,687.8,24322,257046,9.5,37
2026-04-15 01:40:08,33.0,1514,24576,6.2,691.7,24323,257046,9.5,37
2026-04-15 01:40:18,27.0,1514,24576,6.2,681.0,24325,257046,9.5,37
2026-04-15 01:40:29,27.0,1516,24576,6.2,-9.4,24447,257046,9.5,37
2026-04-15 01:40:39,30.0,1516,24576,6.2,678.3,24472,257046,9.5,37
2026-04-15 01:40:49,32.0,1516,24576,6.2,-855.3,24799,257046,9.6,37
2026-04-15 01:40:59,24.0,1516,24576,6.2,679.1,24798,257046,9.6,37
2026-04-15 01:41:09,30.0,1516,24576,6.2,-1319.7,25121,257046,9.8,37
2026-04-15 01:41:19,29.0,1516,24576,6.2,681.7,25123,257046,9.8,37
2026-04-15 01:41:29,24.0,1516,24576,6.2,682.5,25123,257046,9.8,37
2026-04-15 01:41:39,32.0,1516,24576,6.2,678.2,25125,257046,9.8,37
2026-04-15 01:41:49,33.0,1516,24576,6.2,-65.4,25131,257046,9.8,37
2026-04-15 01:41:59,25.0,1516,24576,6.2,684.2,25132,257046,9.8,37
2026-04-15 01:42:10,22.0,1516,24576,6.2,-945.0,25141,257046,9.8,37
2026-04-15 01:42:20,26.0,1516,24576,6.2,668.9,25141,257046,9.8,37
2026-04-15 01:42:30,30.0,1516,24576,6.2,670.8,25141,257046,9.8,37
2026-04-15 01:42:40,27.0,1516,24576,6.2,-329.4,25145,257046,9.8,37
2026-04-15 01:42:50,27.0,1516,24576,6.2,-381.1,25150,257046,9.8,37
2026-04-15 01:43:00,29.0,1516,24576,6.2,-51.5,25151,257046,9.8,37
2026-04-15 01:43:10,24.0,1516,24576,6.2,676.2,25151,257046,9.8,37
2026-04-15 01:43:20,29.0,1516,24576,6.2,673.7,25152,257046,9.8,37
2026-04-15 01:43:31,23.0,1516,24576,6.2,-97.7,25153,257046,9.8,37
2026-04-15 01:43:41,30.0,1218,24576,5.0,-549.8,22916,257046,8.9,37
2026-04-15 01:43:51,27.0,1218,24576,5.0,574.3,22916,257046,8.9,37
2026-04-15 01:44:01,23.0,1218,24576,5.0,566.1,22916,257046,8.9,37
2026-04-15 01:44:11,11.0,1218,24576,5.0,-1102.2,21711,257046,8.4,37
2026-04-15 01:44:21,13.0,925,24576,3.8,-785.8,20553,257046,8.0,37
2026-04-15 01:44:31,6.0,613,24576,2.5,-1422.4,18281,257046,7.1,37
2026-04-15 01:44:41,6.0,613,24576,2.5,-450.0,18281,257046,7.1,37
2026-04-15 01:44:51,7.0,613,24576,2.5,281.8,18280,257046,7.1,37
2026-04-15 01:45:01,6.0,613,24576,2.5,282.1,18280,257046,7.1,37
2026-04-15 01:45:12,7.0,613,24576,2.5,281.5,18280,257046,7.1,37
2026-04-15 01:45:22,6.0,613,24576,2.5,-373.5,18281,257046,7.1,37
2026-04-15 01:45:32,6.0,613,24576,2.5,285.5,18281,257046,7.1,37
2026-04-15 01:45:42,6.0,613,24576,2.5,289.6,18281,257046,7.1,37
2026-04-15 01:45:52,6.0,613,24576,2.5,-419.4,18281,257046,7.1,37
2026-04-15 01:46:02,6.0,613,24576,2.5,285.2,18282,257046,7.1,37
2026-04-15 01:46:12,7.0,613,24576,2.5,287.5,18282,257046,7.1,37
2026-04-15 01:46:22,6.0,613,24576,2.5,-377.9,18282,257046,7.1,37
2026-04-15 01:46:32,7.0,613,24576,2.5,288.1,18282,257046,7.1,37
2026-04-15 01:46:42,7.0,613,24576,2.5,288.0,18282,257046,7.1,37
2026-04-15 01:46:52,6.0,613,24576,2.5,286.7,18282,257046,7.1,37
2026-04-15 01:47:03,5.0,613,24576,2.5,-432.4,18269,257046,7.1,37
2026-04-15 01:47:13,7.0,613,24576,2.5,281.2,18289,257046,7.1,37
2026-04-15 01:47:23,5.0,613,24576,2.5,289.7,18289,257046,7.1,37
2026-04-15 01:47:33,7.0,613,24576,2.5,-383.9,18289,257046,7.1,37
2026-04-15 01:47:43,7.0,613,24576,2.5,289.3,18289,257046,7.1,37
2026-04-15 01:47:53,6.0,613,24576,2.5,290.6,18290,257046,7.1,37
2026-04-15 01:48:03,5.0,613,24576,2.5,288.9,18289,257046,7.1,37
2026-04-15 01:48:13,7.0,613,24576,2.5,289.2,18289,257046,7.1,37
2026-04-15 01:48:23,4.0,613,24576,2.5,-448.6,18291,257046,7.1,37
2026-04-15 01:48:33,6.0,613,24576,2.5,282.4,18290,257046,7.1,37
2026-04-15 01:48:44,6.0,613,24576,2.5,-416.1,18293,257046,7.1,37
2026-04-15 01:48:54,7.0,613,24576,2.5,286.1,18297,257046,7.1,37
2026-04-15 01:49:04,7.0,613,24576,2.5,282.9,18296,257046,7.1,37
2026-04-15 01:49:14,6.0,613,24576,2.5,282.6,18297,257046,7.1,37
2026-04-15 01:49:24,5.0,613,24576,2.5,282.6,18296,257046,7.1,37
2026-04-15 01:49:34,7.0,613,24576,2.5,-460.2,18296,257046,7.1,37
2026-04-15 01:49:44,5.0,613,24576,2.5,287.4,18296,257046,7.1,37
2026-04-15 01:49:54,7.0,613,24576,2.5,-383.9,18296,257046,7.1,37
2026-04-15 01:50:04,6.0,613,24576,2.5,289.9,18296,257046,7.1,37
2026-04-15 01:50:14,7.0,613,24576,2.5,288.7,18295,257046,7.1,37
2026-04-15 01:50:25,6.0,613,24576,2.5,289.1,18295,257046,7.1,37
2026-04-15 01:50:35,7.0,613,24576,2.5,288.7,18295,257046,7.1,37
2026-04-15 01:50:45,4.0,613,24576,2.5,-426.5,18282,257046,7.1,37
2026-04-15 01:50:55,5.0,613,24576,2.5,-386.1,18282,257046,7.1,37
2026-04-15 01:51:05,2.0,299,24576,1.2,-888.7,15953,257046,6.2,37
2026-04-15 01:51:15,2.0,299,24576,1.2,170.7,15953,257046,6.2,37
2026-04-15 01:51:25,2.0,299,24576,1.2,168.8,15952,257046,6.2,37
2026-04-15 01:51:35,2.0,299,24576,1.2,168.3,15953,257046,6.2,37
2026-04-15 01:51:45,2.0,299,24576,1.2,167.6,15952,257046,6.2,37
2026-04-15 01:51:55,0.0,299,24576,1.2,-531.9,14740,257046,5.7,37
